"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
3.524623660E0,2.299905866E-1,8.842267841E-2,-7.452550530E-2
3.534623660E0,2.299905866E-1,8.842267841E-2,-7.452550530E-2
3.544623660E0,2.299905866E-1,8.842267841E-2,-7.452550530E-2
3.554623660E0,-2.941313982E-1,-2.585485280E-1,1.117882580E-1
3.564623660E0,-3.423897028E-1,-1.944077164E-1,8.857539296E-2
3.574623660E0,-3.827067912E-1,-1.968511790E-1,3.848448023E-2
3.584623660E0,-3.827067912E-1,-1.968511790E-1,3.848448023E-2
3.594623660E0,-3.827067912E-1,-1.968511790E-1,3.848448023E-2
3.604623660E0,-3.827067912E-1,-1.968511790E-1,3.848448023E-2
3.614623660E0,-3.827067912E-1,-1.968511790E-1,3.848448023E-2
3.624623660E0,-6.227766275E-1,-5.444332361E-1,-1.203403622E-1
3.634623660E0,-7.370083332E-1,-7.087558508E-1,-1.392771751E-1
3.644623660E0,-8.481857181E-1,-8.345940113E-1,-1.288924664E-1
3.654623660E0,-8.481857181E-1,-8.345940113E-1,-1.288924664E-1
3.664623660E0,-8.481857181E-1,-8.345940113E-1,-1.288924664E-1
3.674623660E0,-8.481857181E-1,-8.345940113E-1,-1.288924664E-1
3.684623660E0,-6.111702323E-1,-2.267835438E-1,4.948004708E-2
3.694623660E0,-4.346303046E-1,6.276635826E-2,-6.719512399E-3
3.704623660E0,-2.470948100E-1,2.228129357E-1,-6.475166976E-2
3.714623660E0,-5.283980444E-2,3.101665974E-1,-7.391463965E-2
3.724623660E0,-5.283980444E-2,3.101665974E-1,-7.391463965E-2
3.734623660E0,-5.283980444E-2,3.101665974E-1,-7.391463965E-2
3.744623660E0,5.207622051E-1,3.284925222E-1,-6.108647678E-3
