"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.538108348E0,8.689343929E-2,-4.112667739E-1,3.938446045E-1
2.548108348E0,-2.089583278E-1,-2.558471560E-1,3.952560425E-1
2.558108348E0,-4.180195928E-1,-1.034904122E-1,2.199831009E-1
2.568108348E0,-2.374245524E-1,5.915760994E-2,-1.094932556E-1
2.578108348E0,-2.616373897E-1,2.331585884E-1,-4.623918533E-1
2.588108348E0,-7.306544185E-1,9.446328878E-2,-1.071887016E0
2.598108348E0,-1.001571417E0,1.579656601E-1,-1.121654510E0
2.608108348E0,-1.271317244E0,1.971297860E-1,-1.222018242E0
2.618108348E0,-1.454320192E0,4.434106946E-1,-1.196604729E0
2.628108348E0,-1.304799318E0,4.967387319E-1,-7.742261887E-1
2.638108348E0,-1.004124045E0,4.482912421E-1,-5.100831985E-1
2.648108348E0,-7.403777838E-1,3.831834793E-1,-4.776840210E-1
2.658108348E0,-4.624217153E-1,3.538610935E-1,-2.916879654E-1
2.668108348E0,-8.989554644E-2,3.453813195E-1,6.638240814E-2
2.678108348E0,1.942908168E-1,2.666718364E-1,3.132266998E-1
2.688108348E0,3.962734938E-1,6.409454346E-2,3.924293518E-1
2.698108348E0,5.713953972E-1,-1.110466123E-1,2.545166016E-1
2.708108348E0,8.781278729E-1,-1.282458305E-1,1.644229889E-1
2.718108348E0,1.272904873E0,-1.896558404E-1,2.719135284E-1
2.728108348E0,1.685052276E0,-3.254099488E-1,3.195152283E-1
2.738108348E0,1.920966625E0,-3.146703243E-1,2.965545654E-1
2.748108348E0,1.244254827E0,2.804732323E-2,2.127561569E-1
2.758108348E0,4.762133956E-1,4.370284081E-1,1.712388992E-1
2.768108348E0,-6.114220619E-2,4.794529676E-1,7.275962830E-2
2.778108348E0,3.153151274E-2,1.543375254E-1,-1.886453629E-1
2.788108348E0,4.506425261E-1,-2.699434757E-1,-5.287761688E-1
2.798108348E0,9.387744665E-1,-5.520577431E-1,-8.458700180E-1
2.808108348E0,9.097716808E-1,-5.925506949E-1,-1.236085892E0
2.818108348E0,9.836471081E-1,-6.923996210E-1,-3.291826248E-1
2.828108348E0,3.260947466E-1,-3.714672327E-1,1.493377686E-1
2.838108348E0,1.740781426E0,5.199754238E-1,1.659854889E0
2.848108348E0,1.779608011E0,3.364970684E-1,1.844059944E0
2.858108348E0,1.986145973E0,5.666588545E-1,1.765166283E0
2.868108348E0,2.310854673E0,1.129905701E0,3.036594391E-2
2.878108348E0,1.702473402E0,1.117825150E0,-2.996625900E-1
2.888108348E0,7.414299250E-2,2.105917931E-1,2.722740173E-3
2.898108348E0,-8.785911798E-1,-5.700289011E-1,2.928562164E-1
2.908108348E0,-8.531727195E-1,-7.477632761E-1,4.186029434E-1
2.918108348E0,-1.817264557E-1,-5.239291191E-1,1.685905457E-1
2.928108348E0,5.070563555E-1,-2.279264927E-1,-4.697427750E-1
2.938108348E0,5.670692325E-1,-1.540269852E-1,-1.209526062E0
2.948108348E0,1.461481452E-1,-1.537169218E-1,-1.666462421E0
2.958108348E0,-1.257131100E-1,4.702997208E-2,-1.962187767E0
2.968108348E0,-2.380544543E-1,2.652425766E-1,-2.118582726E0
2.978108348E0,-4.310566187E-2,3.162348270E-1,-2.038209915E0
2.988108348E0,3.491455913E-1,3.008518219E-1,-1.671680450E0
2.998108348E0,3.721164167E-1,3.735015392E-1,-1.399657249E0
3.008108348E0,1.189861298E-1,4.716966152E-1,-1.292970657E0
3.018108348E0,-1.278966069E-1,7.166597843E-1,-9.615449905E-1
3.028108348E0,-9.612298012E-2,9.848299026E-1,-7.932605743E-1
3.038108348E0,-7.310289145E-2,6.439768076E-1,-1.092758179E0
3.048108348E0,-4.898506403E-2,4.310480356E-1,-1.092308044E0
3.058108348E0,-6.381100416E-2,4.018021822E-1,-7.769393921E-2
3.068108348E0,-3.194648027E-2,1.964845657E-1,1.653525352E0
3.078108348E0,2.929171324E-1,-7.335231304E-1,3.027600288E0
3.088108348E0,1.189291239E0,-1.342361569E0,4.085786819E0
3.098108348E0,1.370224237E0,-8.253332376E-1,4.317619324E0
3.108108348E0,1.168579102E0,1.694846153E-2,3.573808670E0
3.118108348E0,9.265273809E-1,5.898474455E-1,2.400859833E0
3.128108348E0,4.491428137E-1,6.943018436E-1,1.067502022E0
3.138108348E0,8.183515072E-2,3.685710430E-1,-2.645826340E-1
3.148108348E0,3.021273017E-1,-9.313583374E-2,-1.764667988E0
3.158108348E0,7.804394960E-1,-3.862830400E-1,-2.693693161E0
3.168108348E0,5.862654448E-1,-7.302308083E-2,-3.144498825E0
3.178108348E0,-3.009298444E-1,7.517267466E-1,-2.935643196E0
3.188108348E0,-1.021346450E0,1.320014238E0,-2.204975605E0
3.198108348E0,-1.021508455E0,1.265424728E0,-1.427969933E0
3.208108348E0,-5.952948332E-1,8.792642355E-1,-6.165370941E-1
3.218108348E0,-2.373597026E-2,5.727654696E-1,4.118824005E-1
3.228108348E0,3.863975704E-1,4.186500311E-1,1.629931450E0
3.238108348E0,3.627411723E-1,3.666373491E-1,2.731394768E0
3.248108348E0,6.654947996E-1,3.022083044E-1,3.388989449E0
3.258108348E0,1.110077620E0,2.908567190E-1,3.419240952E0
3.268108348E0,1.088079691E0,1.654773951E-1,2.714614868E0
3.278108348E0,9.586508870E-1,9.725093842E-3,1.489834785E0
3.288108348E0,8.116414547E-1,-2.214300632E-1,4.402256012E-2
3.298108348E0,9.351849556E-1,-2.508357763E-1,-1.394421577E0
3.308108348E0,1.088259339E0,-2.192618847E-1,-2.526571751E0
3.318108348E0,1.004035950E0,-2.418760061E-1,-3.160104752E0
3.328108348E0,6.295323372E-1,-2.506148815E-2,-3.202694893E0
3.338108348E0,1.522680521E-1,4.766056538E-1,-2.920483589E0
3.348108348E0,2.019301057E-1,9.462176561E-1,-2.567616940E0
3.358108348E0,2.774385214E-1,1.147808194E0,-2.338217735E0
3.368108348E0,6.133269072E-1,1.105817914E0,-2.012546062E0
3.378108348E0,6.808583736E-1,8.517457247E-1,-1.789257526E0
3.388108348E0,6.393662691E-1,8.093420267E-1,-1.442171097E0
3.398108348E0,9.907026291E-1,9.450584650E-1,-8.010215759E-1
3.408108348E0,7.963865399E-1,8.021736145E-1,-2.822904587E-1
3.418108348E0,6.523429155E-1,5.318001509E-1,1.014785767E-1
3.428108348E0,5.571801662E-1,3.489837646E-1,1.792564392E-1
3.438108348E0,5.958417654E-1,1.890535355E-1,-9.886741638E-3
3.448108348E0,6.850607991E-1,3.083205223E-2,-5.239706039E-1
3.458108348E0,6.977590322E-1,-1.270411015E-1,-1.090695381E0
3.468108348E0,5.776637793E-1,-2.550503016E-1,-1.493218899E0
3.478108348E0,3.578516245E-1,-2.733566761E-1,-1.794260979E0
3.488108348E0,1.677355766E-1,-1.894538403E-1,-1.957490921E0
3.498108348E0,8.321750164E-2,-1.613950729E-2,-2.112638474E0
3.508108348E0,4.722952843E-3,2.117917538E-1,-2.164351463E0
3.518108348E0,-1.385250092E-1,4.956197739E-1,-1.943731308E0
3.528108348E0,-2.487268448E-1,7.025504112E-1,-1.512433529E0
3.538108348E0,-3.355475664E-1,7.500305176E-1,-6.694936752E-1
3.548108348E0,-2.441717386E-1,5.339651108E-1,-5.062770844E-2
3.558108348E0,2.559107542E-1,2.237627506E-1,3.852510452E-1
3.568108348E0,5.295495987E-1,1.776731014E-1,7.391185760E-1
3.578108348E0,7.283052206E-1,2.936797142E-1,7.474641800E-1
3.588108348E0,6.859586835E-1,4.267876148E-1,5.471782684E-1
3.598108348E0,6.587557197E-1,3.388659954E-1,3.882951736E-1
3.608108348E0,8.319163322E-1,1.264597178E-1,2.103090286E-1
3.618108348E0,8.388559222E-1,-5.700194836E-2,1.773090363E-1
3.628108348E0,4.791626632E-1,-8.749175072E-2,4.138097763E-1
3.638108348E0,-2.415692806E-2,5.536472797E-2,9.798679352E-1
3.648108348E0,-3.448717594E-1,2.499222755E-1,1.949443817E0
3.658108348E0,-4.412233233E-1,3.120239973E-1,2.744094849E0
3.668108348E0,6.752043962E-3,3.266402483E-1,2.958724976E0
3.678108348E0,5.206193924E-1,3.980433941E-1,2.853970528E0
3.688108348E0,1.124197006E0,3.149577379E-1,2.411621094E0
3.698108348E0,1.279463053E0,-5.517506599E-2,1.932865143E0
3.708108348E0,7.739709616E-1,-3.422082067E-1,1.448156357E0
3.718108348E0,5.834381580E-1,-5.814359188E-1,1.077421188E0
3.728108348E0,4.856642783E-1,-5.445441008E-1,8.757343292E-1
3.738108348E0,4.374726415E-1,-2.534203529E-1,7.965164185E-1
3.748108348E0,4.354270101E-1,8.349716663E-2,6.380434036E-1
3.758108348E0,3.995814919E-1,3.633767366E-1,3.521432877E-1
3.768108348E0,4.377190769E-1,4.822732210E-1,-1.158523560E-2
3.778108348E0,3.367709816E-1,6.011531353E-1,-4.161949158E-1
3.788108348E0,3.973592520E-1,7.893823385E-1,-5.527954102E-1
3.798108348E0,6.016589403E-1,8.159631491E-1,-4.433336258E-1
3.808108348E0,5.930193067E-1,8.324496746E-1,-2.719669342E-1
3.818108348E0,3.680934310E-1,8.779994249E-1,-6.013870239E-3
