"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
4.010095011E0,9.714859724E-1,3.019742250E0,9.308079720E0
4.020095011E0,9.379864931E-1,3.014956474E0,9.312865257E0
4.030095011E0,8.709874153E-1,2.995813847E0,9.327222824E0
4.040095011E0,8.518448472E-1,3.010170937E0,9.312865257E0
4.050095011E0,8.518448472E-1,3.005385160E0,9.279366493E0
4.060095011E0,8.757730722E-1,2.991028309E0,9.265008926E0
4.070095011E0,9.619147182E-1,2.976671457E0,9.260223389E0
4.080095011E0,1.019342422E0,2.967100143E0,9.241081238E0
4.090095011E0,1.000199914E0,2.962314367E0,9.221938133E0
4.100095011E0,9.906286001E-1,3.014956474E0,9.236295700E0
4.110095011E0,1.024128079E0,3.014956474E0,9.226723671E0
4.120095011E0,1.057627559E0,3.024527788E0,9.274580956E0
4.130095011E0,1.033699393E0,3.053241730E0,9.422935486E0
4.140095011E0,9.954141974E-1,3.081955671E0,9.523433685E0
