"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.969981313E0,3.161225095E-2,2.061668597E-2,3.191768378E-2
2.979981313E0,5.604684353E-2,-5.039634649E-3,2.214384824E-2
2.989981313E0,6.337722391E-2,-9.926552884E-3,1.359174121E-2
2.999981313E0,5.238165334E-2,-1.527161949E-4,1.374445739E-3
3.009981313E0,2.428187430E-2,8.399390616E-3,-7.177661173E-3
3.019981313E0,3.512472380E-3,1.328630932E-2,-1.206457894E-2
3.029981313E0,-1.237001177E-2,1.450803876E-2,-1.206457894E-2
3.039981313E0,-1.481347065E-2,1.084284950E-2,-4.734201822E-3
3.049981313E0,-2.596175298E-3,-1.237001177E-2,1.374445739E-3
3.059981313E0,3.512472380E-3,-3.069595434E-2,3.817904973E-3
3.069981313E0,1.328630932E-2,-3.436114267E-2,6.261364091E-3
3.079981313E0,1.817322709E-2,-2.703076601E-2,7.483093534E-3
3.089981313E0,1.695149764E-2,-2.336557768E-2,5.039634649E-3
3.099981313E0,5.955931731E-3,-6.261364091E-3,6.261364091E-3
3.109981313E0,-7.483093534E-3,8.399390616E-3,6.261364091E-3
3.119981313E0,-2.092211880E-2,1.206457894E-2,1.374445739E-3
3.129981313E0,-3.313941509E-2,1.069013379E-3,2.596175298E-3
3.139981313E0,-4.657844082E-2,-1.603520103E-2,2.596175298E-3
3.149981313E0,-6.123919412E-2,-3.191768378E-2,-1.069013379E-3
3.159981313E0,-6.734783947E-2,-4.902189970E-2,-5.955931731E-3
3.169981313E0,-7.345648855E-2,-8.078686893E-2,-1.450803876E-2
3.179981313E0,-8.078686893E-2,-1.235474050E-1,-1.695149764E-2
3.189981313E0,-7.834340632E-2,-1.638644785E-1,-3.161225095E-2
3.199981313E0,-7.467821985E-2,-2.005163580E-1,-3.649916872E-2
3.209981313E0,-6.490438432E-2,-2.359465212E-1,-1.939495653E-2
3.219981313E0,-6.368265301E-2,-2.469420880E-1,5.039634649E-3
3.229981313E0,-6.979130208E-2,-2.347247899E-1,7.483093534E-3
3.239981313E0,-6.979130208E-2,-2.151771188E-1,9.926552884E-3
3.249981313E0,-6.490438432E-2,-1.980729103E-1,1.481347065E-2
3.259981313E0,-5.757400393E-2,-1.760817766E-1,2.580903657E-2
3.269981313E0,-5.513054505E-2,-1.699731201E-1,3.680460155E-2
3.279981313E0,-5.268708616E-2,-1.601992846E-1,4.169152305E-2
3.289981313E0,-4.291325063E-2,-1.382081509E-1,4.291325063E-2
3.299981313E0,-3.313941509E-2,-1.088866442E-1,4.780016840E-2
3.309981313E0,-2.092211880E-2,-5.879573524E-2,5.146535859E-2
3.319981313E0,-1.847865991E-2,-3.558287397E-2,4.535670951E-2
3.329981313E0,-2.703076601E-2,-3.558287397E-2,3.069595434E-2
3.339981313E0,-4.535670951E-2,-5.390881747E-2,2.092211880E-2
3.349981313E0,-6.123919412E-2,-7.467821985E-2,1.603520103E-2
3.359981313E0,-6.979130208E-2,-9.056070447E-2,7.483093534E-3
3.369981313E0,-7.101303339E-2,-8.078686893E-2,-5.955931731E-3
3.379981313E0,-6.734783947E-2,-5.879573524E-2,-4.734201822E-3
3.389981313E0,-5.879573524E-2,-2.825249545E-2,-2.290742937E-3
3.399981313E0,-4.291325063E-2,-2.825249545E-2,2.596175298E-3
3.409981313E0,-3.191768378E-2,-3.558287397E-2,5.039634649E-3
3.419981313E0,-3.436114267E-2,-3.924806044E-2,8.704823442E-3
3.429981313E0,-4.535670951E-2,-3.436114267E-2,1.114828233E-2
3.439981313E0,-5.390881747E-2,-1.847865991E-2,1.481347065E-2
3.449981313E0,-5.390881747E-2,-5.039634649E-3,1.970038936E-2
3.459981313E0,-3.313941509E-2,4.734201822E-3,2.092211880E-2
3.469981313E0,1.695149764E-2,5.726857483E-2,1.847865991E-2
3.479981313E0,8.414662629E-2,1.036942974E-1,1.359174121E-2
3.489981313E0,1.305723488E-1,9.880737960E-2,1.114828233E-2
3.499981313E0,1.574503928E-1,8.659008145E-2,1.481347065E-2
3.509981313E0,1.452330947E-1,5.360338464E-2,1.237001177E-2
3.519981313E0,9.147699922E-2,5.238165334E-2,6.261364091E-3
3.529981313E0,3.527744114E-2,6.459894776E-2,-1.069013379E-3
3.539981313E0,-3.069595434E-2,1.817322709E-2,1.374445739E-3
3.549981313E0,-8.323032409E-2,-1.970038936E-2,7.483093534E-3
3.559981313E0,-1.015562713E-1,-3.313941509E-2,1.481347065E-2
3.569981313E0,-8.811724186E-2,-4.413498193E-2,2.458730713E-2
3.579981313E0,-6.001746282E-2,-5.635227636E-2,3.069595434E-2
3.589981313E0,-1.725693047E-2,-6.612611562E-2,3.436114267E-2
3.599981313E0,7.177661173E-3,-5.757400393E-2,3.191768378E-2
3.609981313E0,1.695149764E-2,-2.947422490E-2,2.580903657E-2
3.619981313E0,1.069013379E-3,-1.359174121E-2,1.970038936E-2
3.629981313E0,-2.214384824E-2,-1.237001177E-2,1.481347065E-2
3.639981313E0,-5.635227636E-2,-1.725693047E-2,1.481347065E-2
3.649981313E0,-7.467821985E-2,-1.603520103E-2,1.603520103E-2
3.659981313E0,-7.712167501E-2,-8.704823442E-3,2.703076601E-2
3.669981313E0,-5.268708616E-2,2.290742937E-3,4.291325063E-2
3.679981313E0,-5.039634649E-3,1.939495653E-2,5.879573524E-2
3.689981313E0,4.749473557E-2,3.894263133E-2,6.123919412E-2
3.699981313E0,8.048143238E-2,6.215549260E-2,6.001746282E-2
3.709981313E0,1.012508348E-1,9.025526792E-2,5.635227636E-2
3.719981313E0,1.110246703E-1,1.000291109E-1,4.535670951E-2
3.729981313E0,1.049160287E-1,7.681624591E-2,4.046979174E-2
